"","Gene","baseMean","log2FoldChange","lfcMLE","lfcSE","stat","pvalue","weight","padj","FoldChange"
"13531","CD300LF",7.27465394336429,-0.829355954146391,-0.944609477713531,0.262387985614818,-3.16080003512003,0.00157336470929613,0.901082515134351,1,0.562780421904433
"13532","FAM200B",531.660038858407,0.245364317215212,0.244601252046919,0.0776339140406857,3.16053003699676,0.00157482366651622,0.809332939322038,1,1.18539207481684
"13533","GNB1L",87.2527429829873,0.583872016010352,0.59769757821784,0.184801084964254,3.15946205685584,0.00158060680190719,0.809332939322038,1,1.49886662878847
"13534","WDR26",1744.08093775151,-0.270366396132947,-0.273135848138387,0.0855765146380174,-3.15935274153871,0.00158119984845868,0.847542069651868,1,0.82910895321922
"13535","RANGRF",583.307700554346,0.458204278285393,0.455063570309567,0.145057944398184,3.15876720979599,0.00158437990573161,0.848057361081753,1,1.37383074710962
"13536","CHMP5",1084.42347936426,0.245557006509685,0.245235929397922,0.0777411412857149,3.15864936439783,0.00158502064235617,0.847542069651867,0.827032651410722,1.18555040877543
"13537","GGH",250.112261171052,0.458594659043955,0.481888680395067,0.145254400670798,3.15718254955529,0.00159301584275258,0.812805797645415,1,1.37420254408812
"13538","RFC1",1175.49404950536,0.260634477479873,0.259923741511461,0.0825530858887915,3.15717425549637,0.00159306115673558,0.848057361081753,0.822003773748811,1.19800545513972
"13539","ZZZ3",670.871490269186,0.36442730429133,0.367138713980751,0.115450075146518,3.15657918653438,0.00159631537071371,0.809332939322038,0.880012478558205,1.28737049036516
"13540","SMIM15",448.824593970929,0.267030607207091,0.268333061630329,0.0846204228172441,3.15562837335144,0.00160152772196873,0.848057361081753,1,1.20332855470415
"13541","UPK1B",30.6871797404161,-1.10018349001209,-1.34041046152654,0.348827568147604,-3.15394650673526,0.00161078608582135,0.914678386109801,1,0.466457165368257
"13542","COX8C",0.986415851684774,1.47687272135301,1.5798031027293,0.468269957266053,3.15389167815844,0.00161108873449487,1.8207601624253,1,2.78344720922501
"13543","PNLIPRP3",0.902693349204224,-2.26181905427006,-2.62089703230897,0.717350175650999,-3.15301944718624,0.00161591041347353,1.81280579764541,1,0.208508910925642
"13544","ABCC1",1283.45392048864,-0.309684748665808,-0.306784660237805,0.0982368553785047,-3.15242937564113,0.00161917984773861,0.812805797645415,1,0.806818042268316
"13545","HIBADH",870.86017020154,-0.306454862949079,-0.307171108109157,0.0972404553411362,-3.15151612437419,0.00162425194251128,0.847542069651867,0.827415083913803,0.808626358811316
"13546","AC092881.1",6.67003081634601,1.0691739787051,1.14742574758634,0.339472991210895,3.14951117286644,0.00163543854852555,1.1511400630711,1,2.09823167162857
"13547","PHF14",456.696278235962,0.291529518906013,0.292363140326458,0.0925678700414712,3.14935969441023,0.00163628659511201,0.820760162425298,1,1.22393718591905
"13548","FAM72D",11.1706016875046,-1.45227187982336,-1.54321105787843,0.461351697304488,-3.14786287404699,0.00164468827228423,1.1394934727274,1,0.365445486409624
"13549","ATP8A1",1221.97072003906,0.606872749069228,0.552871188822763,0.19285714232155,3.14674759650536,0.0016509741315907,0.812805797645415,0.854228013309266,1.52295440368147
"13550","RIPK1",735.939463988256,0.297583550345709,0.295433826516382,0.0945717132872071,3.14664438236379,0.00165155697699571,0.820760162425298,0.936947852531707,1.22908402753674
"13551","KRT77",0.716767318065046,1.90532700560711,2.25514023095427,0.605676060632491,3.1457855600524,0.00165641405315569,1.8207601624253,1,3.74593795910967
"13552","TRAJ38",0.597790445577058,1.98582372256352,2.31340139412765,0.631268380280468,3.14576776628861,0.00165651482475531,1.8207601624253,1,3.96088749234055
"13553","ACPP",13.0874998470454,-0.702083733674603,-0.744891316835923,0.223252005389234,-3.14480370490083,0.00166198304274949,0.901082515134351,1,0.614683756493963
"13554","NOTCH1",1133.52778244896,-0.509414475147172,-0.526171622353776,0.162005987709924,-3.14441757584474,0.00166417784580549,0.820760162425298,0.924777251627803,0.702507496129153
"13555","C1orf115",306.311405222498,0.505073961318662,0.449408162175248,0.160649685642102,3.14394615401784,0.00166686107829763,0.847542069651867,1,1.41919611095609
"13556","SLC2A3",2471.82028717584,0.856072019600019,0.79297756465473,0.272328254961133,3.14352992759491,0.00166923345830776,0.848057361081753,0.626955517446238,1.81010328419709
"13557","B3GAT3",1195.44927974565,0.593651776024269,0.595854071563224,0.188949231636963,3.14185864044624,0.00167879066364199,0.812805797645415,0.854228013309266,1.50906168163548
"13558","RRAD",223.377042870541,-0.883077846786652,-1.00316934654399,0.281081594583108,-3.14171352306581,0.00167962288376561,0.820760162425298,1,0.54220944640046
"13559","IGHV3-20",0.554257300368779,-3.15220820940921,-4.83223764429576,1.00334404094139,-3.14170222853136,0.00167968767165345,1.84754206965187,1,0.112484006387349
"13560","KIR3DL1",0.761355465224985,-2.92596952003165,-4.22062351279993,0.931358809134693,-3.14161362015796,0.00168019602818417,1.84805736108175,1,0.131581674249047
"13561","HN1",627.655039011671,0.487683353407403,0.496985175462039,0.155243930107424,3.14140045971486,0.00168141953424714,0.812805797645415,0.941047678138307,1.40219146010867
"13562","MACC1",197.681569189383,0.640811384194949,0.630316562297556,0.204056108486487,3.14036854347531,0.00168735416074541,0.847542069651867,1,1.55920582364506
"13563","CCM2",617.115092397869,0.525256838579227,0.530284528079281,0.167286668710953,3.13986071111735,0.00169028181116095,0.820760162425298,1,1.43918977175253
"13564","C8orf76",173.912848740354,0.360311245634131,0.360880953626296,0.114759497748245,3.13970741162156,0.00169116649952846,0.809332939322038,1,1.28370281249555
"13565","DUXA",7.51090822940385,0.739584450016546,0.741330757480507,0.235644158570749,3.13856475162526,0.00169777419937904,0.901082515134351,1,1.66969483519539
"13566","TGFBRAP1",577.922115935202,-0.270503438922104,-0.270678584386233,0.0862068920945918,-3.13784005373132,0.00170197723298157,0.812805797645415,0.941468287027517,0.829030199217976
